@relation '6HumanCoded Dataset. Positive and negative scores correspond to the average judgement of at least 3 annotators. More info at: http://sentistrength.wlv.ac.uk/ '

@attribute content string
@attribute pos numeric
@attribute neg numeric

@data
'Got a Sunday off and I get to watch the Atlanta race today. Yippee! Over in Rowdy chat as well if people want to come join in.',3,1
'@eseAyatola jajaja creo que usted es un lamer-troll. #FAIL http://ow.ly/16JLKE',1,1
'@KayDee215 yea man... but yea things do seem to fall in place if u let em right... man i might see u soon anyway SMH :P',2,1
'@Jihime Yeah :) I was given season 1 remastered as a gift too  so looking the shiny and pretty :) I want Spock.',2,1
'@Multilateral32 and when was this?',1,1
'RT @lisasurihani: Fly To The Moon - Casely',1,1
'HOPING there is space on the Bellbowrie Under 15s Hockey Team!!!',3,1
'@nicolemason65 im very very good :) just finished work and home now to relax.. got uni and work tomorrow:( what you been doing ?? ?',3,1
'@KimberlyBarth that\'s why ur one of my heros lol',2,1
'Don?t miss! $250 in Free Outback Steakhouse Gift Cards! (USA offer) http://bit.ly/ak6YA0',1,2
'RT @@ayasnastiti: Wooyyy !!! Tell all I\'m in BADMOOD . http://myloc.me/4wEmi',1,3
'RT @aMaceingMegLiz: @nickjonas @joejonas could you please watch www.youtube.com/idahoodblogg she did Who I am and a bunch of other songs in Signed English! <3',2,1
'Finally...Cape Town gets rain after days of heat!!',3,1
'RT @acneanswer: Acne Treatments Gainesville - Information for Healthy Skin ...: THERE ARE lots of solutions that c... http://bit.ly/aUeF3G',1,1
'we love lil twist because that nigga rap',2,1
'The Next Web?s Weekly Recap: Real Time Web  iPad and the Startup Visa http://ow.ly/16K0f5',1,1
'@LoveMyMindFirst yeah i think i was lol',2,1
'Can somebody recommend some bands to me? :]',2,1
'Oh dear lord my head. at least @ClintonMillard is making me a tea ;-)',2,2
'@Pan_duh Aaaawe c: That is too cute for words 8D I love you and would adore it if you got me one n___n',3,1
': Eff Folgers! The best part of waking up  is this crazy-awesome lemonade that my dad makes  in your cup. #DELICIOUS!',4,1
'This weather reminds me of Thanks giving.. I think imma have Boston Market tonight!! Or does someone want to cook me that food?? Ha',3,1
'New sports community tower  family fitness club launched in Pasir Ris-Punggol|SINGAPORE: Residents of Pasir .. http://oohja.com/x8eBM',1,1
'This place is dead. Finishing my beer that was bought for me and moving on!! Ha',1,3
'I\'m a better man today than I was yesterday.',2,1
'@justinbieber i will travel all over the world to find and buy my world 2.0. promise...!!!91',3,1
'RT @eigetu RT @yorulove: ???? RT ????????? ??????????????? ????? http://mixi.jp/view_diary.pl?id=1430946730&owner_id=160185',1,1
'@Michaelhutto Many thanks. :) Yes. First race of the year. I\'m so excited. :D',3,1
'LOCKPORT: Churches plan Haiti aid show http://bit.ly/bKC7Bs',1,1
'RT @TheHugoAwards: One week till Hugo Nomination deadline! Details here: http://tiny.cc/t1qzV /via @vjdocherty',2,1
'@LonerWerewolf *smiles weakily  whispers* thank you... *touches your cheek  you feeling how weak i am getting*',2,2
'Ah yes the screaming baby. $20 says next to me on this long flight',1,2
'I love @alfredapp..seriously..check this out.',3,1
'Duck and Cover & everything will b ok. http://tunetoneandtechnical.blogspot.com/2010/03/duck-and-cover-and-everything-will-be.html',2,1
'#welovezanessa because they\'re so sweet to each other. They hold each other\'s back every minute and second <3',3,1
'@travisjgordon ahahha . im guessing that was to me . well that would be entertaining . hahah that would only fill up one lunch though .',2,1
'Cards missing out my deck',1,2
'AIO CD - DVD Burners (5 burners) - http://bit.ly/97x6WI',1,1
'Movie with my mommy. Perfect for a rainy day. :)',2,1
'Langgeng yaa RT @gitagraceia: 1/3 year with @sonnens. Thank God. How I love you  dude :-*',3,1
'Disc+ HBO: Buy the Blu-ray or DVD  Watch On Demand Instantly - Find  shop for and buy HBO at Amazon.com http://bit.ly/bH5yqq',1,1
'RT @dilcek: Bah -_-RT @KekeeDuck: FANS TUH RT @dilcek: Ngek ada org nelpon pas diangkat eh mati',1,1
'@sparkyjanie Pretty good  I\'ve written a lot so that\'s definitely good!',3,1
'u know what i researched international... artist ... who cares abt American statistics.... but now im doing American statistics....',1,1
'runpippirun @TherealCiroc @iamdiddy Trying to send a single mommy to Vegas & Tao for shots of Ciroc http://runpippirun.blogspot.com/',1,1
'Will Ferrell \'e sensacional em land of the lost   rachei de rir..#recomendo pra quem tem bom humor! #minhas 2h de folga! Vamos em frente',1,1
'RT @DanaRohrabacher: For #CASEN I endorse @ChuckDeVore who is right on the issues and has stood with us for decades. #teaparty #tcot #ocgop',1,1
': Tom Dice and his guitar http://escdaily.com/news/6037/',1,1
'Photo: WHOOP WHOOP http://tumblr.com/xr0752nxe',3,1
'Sorry about that. Here\'s what the Oscar goody bag has http://bit.ly/dBVgI2',1,2
'New post: Home Speed Cleaning Secrets. http://cli.gs/3QM5q',1,1
'http://brothers-jonas-rock.skyrock.com/2805227171- : STAY - NICK JONAS & THE ADMINISTRATION. .',1,1
'go and follow @alltimeoonagh < shes freaking amazing :) x <3',3,1
'Real Time ? Record em 2? http://bit.ly/d7WzZj #TV',1,1
'@mgilchr see now get outta MY neck o the woods!!!!',1,3
'Black & White Pics of Rob From The Remember Me Press Junket http://tinyurl.com/yfawfec',1,1
'My speech is so hypocritical.',1,2
'Nothing is as hard to do gracefully as getting down off your high horse.',1,2
'RT @MikeSheaAP: There is a direct correlation between being a superior band and no one wanting to read about you. Don\'t be offended. Jus ...',1,2
'i am the DJ tonight! RT @alisonkjordan: I hope @djevilone will appear and kick the DJ off tonight.',2,1
'RT @ReIsFiYaa: I gotta follow nicki minaj she told @myfabolouslife in a song they got she gon put her puss on his chipped tooth lls tht chick is wild ilike',2,1
'@V3nom6139 not #coonery. i want chicken and grits...is that a crime?? lol',2,1
'I don\'t know what my heart wants. I don\'t want to see him  but then I do.. I don\'t know :|',1,2
'@suziwong66 also the credit music from Avril Lavigne was awfully jarring - was not and am not a fan of hers!',1,3
'Check this video out -- JFK SPEECH ON SECRET SOCIETIES AND FREEDOM OF THE PRESS http://youtu.be/zlghYpDx0f4',1,1
'RT @LoveHasQuotes: If you aren\'t good at loving yourself  you will have a difficult time loving anyone.',1,2
'RT @Casey_OnTheMoon What the fuck is up with the trending topics? Smh.',1,2
'Ask me anything http://formspring.me/MarioSk8Rock',1,1
'@cswagger205 what\'s good my nigga?',1,1
'@Nino_of_CFE Am I Playin to Harsh  lmaoo << whats score? lol',2,1
'Goodnight world. May tomorrow bring you peace. <3 <3',3,1
'says ...wew....nid to review n ..hahaha...finals n eeh...sna d aq tamad :-Din.. http://plurk.com/p/41yylw',1,2
'@ryuuzaraki re:lol im starting to like matthew --Yes  well he\'s a very likable fellow  if I do say so myself. ^_^',3,1
'So I\'m getting a tribute peace for Baltimore...it\'s 1200 for the tat...lol np...we the moneymen let\'s do it',2,1
'RT @CocoaButtaKing: Should I even bother to keep u interested? Yeah duh! Keep the tea boiling hot',2,2
'Every so often I crave finding someone who loves and accepts every part of me no matter how odd scary or badly dressed.Not.Gonna.Happen.',2,2
'@PrincessPunish Giving this hockey thing another try and I\'m liking his effort out there. I missed his injury  he okay?',2,2
'http://www.facebook.com/event.php?eid=391271768297&ref=mf http://bit.ly/abQ1jx',1,1
'RT: stuffmydadsays I lost 20 pounds...How? I drank bear piss and took up fencing. How the (heck) you think  son? I exercised.',2,2
'An emailer reminds me that Keith Acton actually pre-dates Fergie with the Leafs. He\'s on his third head coach. Who does he have pictures of?',1,1
'Basic Concepts III: History and Recent Trend of Online FX Market: The recently technology advancement has br... http://tinyurl.com/yc2blkw',1,1
'@souljaboytellem Maybe u can follow me? just press my follow button:D',2,1
'@PrinceDezzy with your shoulder or what?',1,1
'Home Insurance Owner Quotes. You Can Get Much Lower Rates. http://bit.ly/aVAFgg',1,1
'Yoga\'s benefits  detriments might be a stretch: Jon: I really want someone to try and explain to me why stretching... http://bit.ly/b2zQDs',1,1
'MySpace limit per song is 6M. My track is 6 7M at 128 kbps. Fuck MySpace. This is not a place for music. Such sizes suit ringtones more...',1,3
'RT and follow @NYGirlStyle & @SwatchUS Monthly Contest to win an Swatch Watch #SwatchUS #NYGirlStyle Giveaway',1,1
'For my mom who beat breast cancer 8 years ago  I love you! http://tweetphoto.com/13531327',3,1
'IS EPIC!!! =) clearly i LOVE',4,1
'tegan and sara on pandora to easy my thoughts',1,1
'@LAKERSgrobie18 i can issue an extension so 2mrw maybe??',1,1
'@IlaKandinsky Where\'s my love?-14and then Bournemouth!!Do u have a little space for me in your suitcase?I would love to come..but one day...',3,1
'(via sohh) DJ Khaled On His Place In Rap  I\'m Like The LA Reid  The Berry Gordy Of Hip-Hop [Audio]: Def Jam Sout... http://bit.ly/aFVKAU',1,1
'RT @awriterslife92: If you think about shortages you?re going to attract more shortage! - Wayne Dyer',1,2
'Thanks babe I try RT @JAJUANJ: @PhenomenalLTL that sucks u 1 hell of a lady mama. You hold up when most ppl find a reason to complain',2,2
'off to make the Q&A!!!',3,1
'i can\'t see #TT from my phone...whats trending?',1,1
'@Souljaboytellem Can I Get Da Follow',1,1
'RT RT @NatsJournal: #Nationals staff: 50 runs  67 hits  12.82 ERA  15 pitchers with 9.00+ ERA. March 6 is too soon to worry. But good God.',1,2
'working on a new game:)',2,1
'RT @eonIine: Nick Jonas punches his brother Joe in the airplane yelling Its a grey sweater! get it right! Details on E!',1,2
'?Stepped-up surveillance technology may be tipping the scales in the cat-and-mouse game between spies and?? http://instapaper.com/zSno61sm',1,1
'tour around buenos aires city 2006',1,1
'RT @Larry411: Shout! RT @RMSaturdayUK: RT @jenbirtles: can we get a shout out for @RMSaturdayUK all Brits supporting Remember Me and Rob in the UK!!',2,1
'Watching Rocketman. Brings back a lot of good memories.',2,1
'@KomplicatedDoll hey follow me bak',1,1
'My nephew is so stinking cute!',3,1
'I\'ve got to fine Keyshia Cole\'s The Way it is cd.... Feel like listening to it',1,1
'@itsgiannaaayo Aw don\'t worry about it ^_^ I don\'t think you are though because I remember watching SWaC and telling my friend that too. :]',2,2
'@MizLizzy lol I am loving it all!!',3,1
'@tomhanks Is that a Mac Bk. Air I see in the pic?',1,1
'SAFE NATH / A BIKE CO.: We?d like to welcome Safe Nath to the UK A Bike Co Team. Check out his Mutiny decked with ... http://bit.ly/9gtcZS',1,1
'Congrats to swimmers in gr. 1-5 at Argenziano & swimmers in gr. 6-8 at the Healey for winning their division in the city-wide swim meet!',2,1
'#nowplaying How To Disappear Completely by Radiohead',1,1
'RT @australiavotes: Ok everyone. I just talked to the producer of #qanda on the phone and Fielding is still on. There are 6 panellists t ...',1,1
'Justin Bieber about Oscars - http://bit.ly/bROltD - he damn the Happy Women\'s Day!',2,2
'I am so happy  #SherlockHolmes incredible soundtrack! Glad to see others appreciated. Now if it wins  crossing my fingers.',3,1
'about to lay down and watch espn as I think things over...',1,1
'RT @youngzeakbho: Find Something Upright  to Pull Up On!',2,1
'Sameer Nigam replied to Sumit Vohra (Webmaster)\'s discussion \'Orientation Dates of Schools\': Sameer Nigam replied ... http://bit.ly/cTf8vV',1,1
'@106andpark i wanna thank ma dad from when i was in trouble with the police...he helped me out of it',2,1
'#ifiwerealame i would be just like you......',2,1
'FML for being in the real world... Going to work everyday is so over rated!!!! Can\'t wait to get back on school #medschool here I come lol',2,3
'@robot138killz oh you already knoooow XP ha. but once im no longer infectious i\'ll make my way on down.',3,2
'hailings to all my peeps top of the morning to yah',2,1
'RT @TheLoveStories: Read between the words. Because the most important things  are left unsaid and unheard. -Unknown #TLS',1,1
'When I fall in love I take my time  there\'s no need to hurry when I\'m making up my mind...',1,1
'Assisti American Idol: The Top 10 Girls Take The Stage Live s9ep17 http://j.mp/9qXore #orangotag',1,1
'RT if youre pretty excited bcause is just 15 day untill My World 2.0 @justinbieber',2,1
'Ur welcome..RT @detikcom: Terima kasih untuk teman-teman yang sudah menyebarkan informasi akun resmi www.detik.com',1,1
'RT @EnterprisingSch: Great piece on building community -- Online Community Building: Gardening vs Landscaping via @SSIReview http://bit.ly/FIVdk',1,1
'Happy hour becomes skinny hour  as well. No wonder she\'s so happy. http://nyti.ms/cAwl2a',2,1
'http://www.audiosfx.com/CREDITS.html http://bit.ly/dapFu8',1,1
'Well... Off to my great day ^_^',3,1
'Demmi apa?RT @ilhamakapane: bahasa perancis 25 PG 15 essay',1,1
'RT @everydayhowto How to quickly and easily peel a hard boiled egg http://bit.ly/b18BRZ',1,1
'So bored waitin on my kiddos 2 get home from school. I\'m still very sleepy but had ta get up.My Sam & Edwin stop By 2day good luck on house?',2,3
'Home Loan Mortgage Refinance ? Getting A Second Mortgage | Blogskid: You can still get a loan   no amount what you... http://bit.ly/ayaaXn',1,1
'RT @wordofmouth: Coming up  the politics of happiness: what role can the government play in citizen contentment? listen at noon http://ow.ly/1fA1C',1,1
'What did we think of the Oscar frocks?http://www.mumsnet.com/Talk/2350/925283#18837552',1,1
'@TheRockStarChar *shrughs* I dont mind. Just me & my bently  *laughs*',2,1
'Dooney & Bourke Inspired Handbag #FORSALE http://yardsellr.com/DR4',1,1
'Got the highest compliment today!',3,1
'Its not my fault that I am on top of my @chris_daughtry news!! My TWIN SISTER is coming with me to the meet and greet not some werido!!thnks',2,1
'@pamille Go to Sheridan\'s on the Docks too (upstairs)...',1,1
'RT @keithferrazzi: ?You can measure the depth of a person?s awakening by how they serve others.? ? Kobo Daishi????',1,1
'@MartySchiff best t-shirt ever. http://twitpic.com/179h9j',1,1
'#OK #Job #Jobs #OKJobs Tulsa Oklahoma Talent Pool at Allied Barton Security Services (Tulsa  OK) http://url4.eu/1hQyD',1,1
'I like giants. Especially girl giants. Cause all girls feel too big sometimes  regardless of their size.',2,1
'The best thing about \'Quote... Unquote\' is the way that zzzzzzzzzzzzzzzzzz',2,2
'SiteProNews: Webmaster News & Resources ? Blog Archive ? Traffic ... http://bit.ly/9Fo4Cq',1,1
'@SuperGirlSean The Academy is unfortunately not in that business of time-tested awardsgiving; I cite as always Sunset Boulevard  1950.',1,2
'New blog post: Should you Buy Term Life Insurance and Invest the rest? http://bit.ly/ayaiMG',1,1
'RT @naturecanteen Alternatively  you might prefer the Steamed Pasta served with a Thai Green Sauce instead.',1,1
'Sini pijat hehehRT @finaislittlebos:',1,1
'I\'m a fan of Short Stack. That doesn\'t make me a slut.',2,1
'RT @KBOX: @cee_nito why do i think of you when i hear this song: http://bit.ly/a6rFlc JUST saw this tweet! Why so?ha',1,1
'@gorgeousgain hi G..noy cancelled his trip to dvo..i thot makikita na namin si james yap.hehe',1,1
'@dorfird because the manufacturers recognize that a rested parent is one who can enjoy the fact that the children are sleeping?',1,1
'Defeat - I (2351) was beaten by ugma (1900) :(',1,2
'@Juelz04 says that you got pretzel stick legs ha and that you cant turn corners runnin to fast for ya own safety.isnt that right @HalfCraZee',1,2
'@flatfoot56 Any plans on coming back to Atlanta? Had a great time seeing and talking with you guys at the Business last year',2,1
'Bocadillo de chocolate  sal y aceite de oliva. Feeling like I\'m 7 again.',1,1
'RT @pinnie99: RT @BrianINC: Sen. Lieberman Proposes Legalizing Bisexual Behavior in the U.S. Military http://bit.ly/cBR1Uh Can we vote o ...',1,1
