@relation 'Twitter Sentiment Analysis Sanders Dataset. More info at: http://sananalytics.com/lab/twitter-sentiment/'

@attribute content string
@attribute topic string
@attribute Class {positive,neutral,negative}

@data
'#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos',microsoft,neutral
'#Free Genuine Copy #Microsoft #Windows 8 Pre-Beta #OS: I don????????t know how long it????????s been out??????? http://t.co/EY8GOIrk',microsoft,neutral
'http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs',microsoft,neutral
'Omni Touch Screen System: going beyond the &quot;touch screens&quot; http://t.co/SH2fCwuS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch',microsoft,neutral
'Pinball FX2 offers free \'Paranormal\' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2',microsoft,neutral
'#microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P',microsoft,negative
'How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian',microsoft,negative
'RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft\'s future is in the corporate world not consumer',microsoft,negative
'RT @NeowinFeed: Rumor: New screen sizes specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin',microsoft,neutral
'RT @TCMagazine: Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8',microsoft,neutral
'Rumor: New screen sizes specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin',microsoft,neutral
'??????? @waynp:  Not the MS hate bit tho. &lt; Waddya mean? #microsoft sucks bonobo monkeys\' asses... #Linux roolz. For the extremists there\'s #BSD',microsoft,negative
'RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft',microsoft,neutral
'we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft',microsoft,neutral
'#Microsoft #Adobe lose $13.5bn to piracy: Report - The Times of India http://t.co/5IbOBNrH',microsoft,negative
'#Microsoft\'s Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph',microsoft,neutral
'Rumor: New screen sizes specs coming to Windows Phones #windowsphone #microsoft: A rumor has surfaced that sugg... http://t.co/wHDrAQO4',microsoft,neutral
'Rumor: New screen sizes specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft',microsoft,neutral
'OMG :) :) #Microsoft #Sharepoint is actually working!  Thanks to my excellent colleague William',microsoft,positive
'#Skype often crashing: #microsoft what are you doing?',microsoft,negative
'#Microsoft\'s #SteveBallmer attacks #Android phones ..... well #windows7mobile is gay you metro! http://t.co/sQnE1iLb via @Telegraph',microsoft,negative
'RT @FierceCIO: What happens to #Skype now that it is officially #Microsoft\'s? http://t.co/9FzSH0RY $MSFT',microsoft,neutral
'??????? @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft',microsoft,negative
'Any #Microsoft trainers in Oxfordshire who offer free training to local charities? Unfortunately out of my catchment area @Makethatlink',microsoft,neutral
'If you missed it : #Microsoft working on ???????PocketTouch???????? device input through clothing http://t.co/eqz4HkNk',microsoft,neutral
'Windows Phone Tango and Apollo to have new screen resolutions? http://t.co/KJwugoM3 #WP7 #Microsoft',microsoft,neutral
'wasn\'t impressed with the #iPhone4S and now not impressed with the #GalaxyNexus so let\'s see what #Nokia - #Microsoft have to offer...',microsoft,neutral
'RT @rinconindia: #OpenText #Alchemy Client programs are now compatible with #Microsoft #Office #2007.',microsoft,neutral
'wasn\'t impressed with the #iPhone4S and now not impressed with the #GalaxyNexus so let\'s see what #Nokia-#Microsoft have to offer...',microsoft,neutral
'#Microsoft CEO Steve Ballmer on Not Buying #Yahoo : ???????Sometimes You????????re Lucky??????? http://t.co/WMCXWysh',microsoft,neutral
'#Microsoft just bought #Skype officially. So how\'s the future of #Skype on any other devices/operating systems? :(',microsoft,negative
'#Microsoft excludes tablets from its holiday advertising push http://t.co/kPslZjFC',microsoft,neutral
'The debate is am I allowed to use my BB pen at #Microsoft?',microsoft,neutral
'been using #microsoft @office for years? well here are some tips to be more efficient that even you might not know! http://t.co/HnXvwypp',microsoft,neutral
'#Microsoft #LifeCam NX-3000 #Webcam (Gray) Review http://t.co/zJMHBPH7 #nx3000 #laptopwebcam #notebooks #laptop',microsoft,neutral
'#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted',microsoft,negative
'RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: &quot;it is clear that Google Apps should be the top choice&quot; http://t.co/OySZmjVi #in',microsoft,negative
'The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex',microsoft,neutral
'Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT',microsoft,negative
'@siobhancoda is your anti virus isn\'t just a 90 day trial could leave you exposed in the near future #free #microsoft #antivirus #software',microsoft,neutral
'Steve Ballmer Says &quot;Luck&quot; Kept Microsoft From Buying Yahoo In 2008 http://t.co/9sDNmC0Y #Microsoft #Yahoo',microsoft,neutral
'Microsoft CEO says company got &quot;lucky&quot; when Yahoo deal fell apart #microsoft #steveballmer: Microsoft CEO Steve ... http://t.co/Zyetras0',microsoft,neutral
'Microsoft CEO says company got &quot;lucky&quot; when Yahoo deal fell apart #microsoft #steveballmer http://t.co/8fxt1ef8 #microsoft',microsoft,neutral
'Microsoft CEO says company got &quot;lucky&quot; when Yahoo deal fell apart #microsoft #steveballmer http://t.co/qGxn8d2l',microsoft,neutral
'Now I that i know god exists realisation dawns on me that he hates me #Microsoft #ICPC',microsoft,neutral
'#Microsoft excludes #tablets from its holiday advertising push http://t.co/QlArpUaT',microsoft,neutral
'#microsoft says #android is too complex.  Interesting - from a user angle contrast #windows with #macos for a comparison.http://goo.gl/Wu3Zm',microsoft,neutral
'#Intervate wins content management partner of the year 2011. #Microsoft #techedafrica',microsoft,neutral
'#Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica',microsoft,neutral
'#Microsoft\'s Steve Ballmer attacks #Android phones (Telegraph) - http://t.co/9wbIy1Er',microsoft,neutral
'#Google Apps vs. #Microsoft #Office 365: &quot;it is clear that Google Apps should be the top choice&quot; http://t.co/KDTD4zRe',microsoft,negative
'RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica',microsoft,neutral
'RT @internetbh: Microsoft finalises Skype deal - IT Business - News &amp; Features - http://t.co/F9b14RY3: http://t.co/275l0zay #skype #Microsoft',microsoft,neutral
'#windowsphone #wp7 #Microsoft really @google ? http://t.co/vI0htJRr  #icecreamsandwichfail innovation by imitation sad sad',microsoft,positive
'#microsoft #SBS 2011 disabling third party software #updates via #gpo',microsoft,negative
'RT @NeowinFeed: Microsoft CEO says company got &quot;lucky&quot; when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin',microsoft,neutral
'Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8',microsoft,neutral
'The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft',microsoft,positive
'Microsoft CEO says company got &quot;lucky&quot; when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin',microsoft,neutral
'RT @sanjeevgadre: #Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2',microsoft,neutral
'@guardiantech I love the &quot;And now it is looking to China:&quot; Apple funds sweatshops there while Gates funds a foundation #apple #microsoft',microsoft,positive
'#Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2',microsoft,neutral
'Ballmer Feels Lucky Microsoft Didn\'t Buy Yahoo in 2008 http://t.co/mPZoilRs #microsoft',microsoft,neutral
'#HP VirtualSystem for #Microsoft is the latest solution from HP &amp; Microsoft. http://t.co/w8IXiboT #hpci',microsoft,neutral
'That was a good one(commercial). #microsoft',microsoft,positive
'#Microsoft employees reveal they????????re working on next-generation #Xbox  http://t.co/XE7RL7a8',microsoft,neutral
'RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft',microsoft,neutral
'How #Apple eclipsed #Microsoft http://t.co/KxboqsKj',microsoft,negative
'Unmindful Ballmer collects half a billion doesn\'t say thank you.  http://t.co/lwtpXejo #android #google #microsoft',microsoft,negative
'@mdhughes I have the strangest feeling we\'ve done this exact thing before. #arial #microsoft',microsoft,neutral
'TV that you can play:Kinect Nat Geo TV http://t.co/71ToAeV0 #NationalGeographic #Microsoft #Kinect #Xbox',microsoft,neutral
'#Apple eclipsed #Microsoft http://t.co/wEdPbcPx',microsoft,negative
'Microsoft #Cloud Services ...federal government appears to have resulted in a decision favoring #Microsoft http://t.co/bz0uabpP',microsoft,neutral
'Microsoft Wins #Cloud Services Dispute federal government appears to have resulted in a decision favoring #Microsoft http://t.co/bz0uabpP',microsoft,neutral
'Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology',microsoft,neutral
'#microsoft #3Q (or 1Q12) #conferencecall 10/20/11 http://t.co/zm9Dye63',microsoft,neutral
'Free Microsoft adCenter Credits http://t.co/OBUxExci #webhostingcoupon #adcenter #credits #free #microsoft',microsoft,neutral
'RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #sql2012 #MSBI',microsoft,neutral
'#Microsoft excludes tablets from its holiday advertising #push: Fresh details of Microsoft????????s??????? http://t.co/SXFPd9Xj',microsoft,neutral
'Hm... Can\'t decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2',microsoft,neutral
'Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !',microsoft,neutral
'RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft',microsoft,neutral
'#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended??????? http://t.co/NWLalDdd',microsoft,neutral
'Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype',microsoft,positive
'&lt;3 u #microsoft!!!',microsoft,positive
'Ballmer On Not Buying #Yahoo: ???????Sometimes You????????re Lucky??????? http://t.co/7ButjnVO &gt; most interesting part = nascent #Microsoft cloud leadership',microsoft,neutral
'New Microsoft Security Essentials v2.1 Released with updated Antimalware Engine http://t.co/2etgYjEZ #Microsoft #SecurityEssentials #Windows',microsoft,neutral
'#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz',microsoft,neutral
'RT @Maven_Infosoft: #Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp',microsoft,neutral
'Cyclone II 1.0.2 http://t.co/n6LR23KJ #c++ #microsoft #music',microsoft,neutral
'http://t.co/5oK4XcOw Microsoft !! i hate you again !! #microsoft',microsoft,negative
'Zero-day exploits are low in number but pose big threat experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity',microsoft,neutral
'Coursey Forbes - Open Letter: *Steve Ballmer Please Retire*; http://t.co/1uYbXD0Q #OpenLetter #SteveBallmer #Microsoft',microsoft,neutral
'#Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp',microsoft,neutral
'#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN',microsoft,neutral
'#Microsoft Natural #Ergonomic #Keyboard 4000 Review http://t.co/blz7dtsy',microsoft,neutral
'Open Letter: Steve Ballmer Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer',microsoft,negative
'@ParadoxicalMike yes... our is under lock and key... we are guarded by the mighty #Microsoft.... unlike #google with it\'s androids',microsoft,neutral
'@MatthewGPhy One Operating System to rule them all and in the darkness bind them.  #Microsoft',microsoft,negative
'I wonder if I tweet Bill Gates he\'ll fix my laptop...   #Microsoft #vista #fml',microsoft,negative
'RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu',microsoft,negative
'The way you can understand all of the social media is as the creation of a new kind of public space.  #MICROSOFT',microsoft,neutral
'Should #Microsoft and #Google design their software for mobile devices with two screens?',microsoft,neutral
'After I don\'t know how many years you still can\'t copy a #microsoft #word document headings to #powerpoint. #justsaying',microsoft,negative
'After I don\'t know how many years you still can\'t copy a #microsoft #word document titles to #powerpoint. #justsaying',microsoft,negative
'RT @neon_ness: Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft',microsoft,neutral
'Save ink by printing certain areas of your doc. Highlight the text click Print under Page Range tick ???????Selection????????. #microsoft #word #office',microsoft,neutral
'#microsoft #careers site is giving errors for any thing i search!! #weird http://t.co/vJ2JpKtM http://t.co/02dYONXz',microsoft,negative
'@bsteelooper: I vouched for you in #programmer #microsoft engineer and #ethical hacker on Connect.Me http://t.co/HIJqPBso',microsoft,neutral
'Microsoft adCenter Promo Code ???????? Free $25 credit http://t.co/XwC7xvK8 #webhostingcoupon #adcenter #code #credit #free #microsoft #promo',microsoft,neutral
'Yahoo Profit Drops 26 Per Cent! http://t.co/7AdG1Hss #yahoo #microsoft',microsoft,neutral
'Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft',microsoft,neutral
'Testing Windows 8 Developer Preview #microsoft',microsoft,neutral
'Installing .NET framework this might take very many years. Come back when your unborn child is in college. #microsoft',microsoft,negative
'U-Village store fits Microsoft consumer strategy http://t.co/OyGo65p1 #microsoft #Technology',microsoft,neutral
'Microsoft Announces Interactive TV For Children????????s Games &amp; Story Books #Xbox #Microsoft #family #fb http://t.co/BOCzCmbg',microsoft,neutral
'Microsoft CEO on not http://t.co/veCmSAHQ #Buying #Lucky #Microsoft',microsoft,neutral
'Absolutely loving the ARC mouse courtesy of the one and only @gregulator0. #inspired #microsoft',microsoft,positive
'#Reviora can host #Microsoft #Dynamics #SL #MSDYNERP - http://t.co/WFoopX1Y',microsoft,neutral
'New post: Microsoft Windows 7 Home Premium http://t.co/FkruCQIs #Home #Microsoft #Premium',microsoft,neutral
'CEO Ballmer\'s (non)answer on whether Microsoft will build its own Windows Phone #Ballmer #Microsoft #fb http://t.co/9GuMpF8V',microsoft,neutral
'Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ',microsoft,positive
'Congrats to the 5 big #winners of the &quot;Get certified-Get happy&quot; #Sweepstakes!  EZ log-in&gt;Contests&gt;Winners:  http://t.co/396AtoHF #Microsoft',microsoft,neutral
